Student ID,GPA,SAT Score,Charisma Score,Accepted
9000014395,3.97,1243,10,True
9000851653,2.17,1041,9,True
9000374867,2.24,833,1,False
9000113441,3.51,1513,3,True
9000686072,1.77,757,2,False
9000924503,2.46,1447,8,True
9000363252,3.77,959,7,True
9000043850,1.6,1298,6,False
9000412887,3.63,1372,10,True
9000223069,3.28,920,1,True
9000673683,1.62,977,3,False
9000171903,1.56,1200,5,False
9000333187,1.72,1246,3,False
9000170438,2.12,738,2,False
9000014446,3.18,1097,7,True
9000711411,3.82,1207,10,True
9000953375,3.97,1001,5,True
9000728746,3.33,715,1,False
9000609618,3.96,974,10,True
9000588320,3.95,1430,10,True
9000617717,1.99,1536,5,False
9000869548,2.33,1236,8,True
9000507952,1.94,603,1,False
9000849201,2.01,1513,4,True
9000680163,1.78,922,8,True
9000090241,3.45,605,1,False
9000548504,2.95,1147,4,True
9000128993,3.13,955,5,True
9000185380,2.61,1075,1,True
9000151831,2.99,776,8,True
9000701952,1.83,992,6,False
9000979654,3.16,701,4,False
9000026990,3.8,701,8,True
9000804152,4.0,1119,10,True
9000960337,3.79,1012,9,True
9000775043,1.96,1391,9,True
9000764519,1.52,1408,9,True
9000887413,1.79,659,8,True
9000697601,1.52,977,6,False
9000506832,3.55,805,7,False
9000289398,2.49,1566,9,True
9000151252,3.6,610,4,False
9000678396,2.48,1592,1,True
9000587572,3.35,1334,4,True
9000599242,1.56,1372,3,False
9000323561,3.81,607,10,True
9000037470,2.01,1362,6,True
9000169375,3.5,1407,9,True
9000273446,1.94,972,4,False
9000061319,3.26,845,5,False
9000050380,2.56,1405,5,True
9000684182,1.54,1209,10,True
9000274793,3.71,1481,8,True
9000938244,2.99,1144,8,True
9000372821,2.85,936,1,True
9000459927,3.46,648,9,True
9000938114,2.97,1427,4,True
9000162993,3.42,1178,1,True
9000538566,2.29,1138,5,True
9000674078,1.96,854,6,False
9000106159,2.91,1456,6,True
9000462376,2.74,1408,5,True
9000642008,2.66,1559,9,True
9000242008,2.35,1053,6,True
9000526534,3.62,1269,2,True
9000868654,3.8,1405,3,True
9000034424,4.0,1412,1,True
9000441078,2.66,1121,7,True
9000919881,2.48,1014,1,True
9000452349,3.34,1224,1,True
9000721903,2.15,1196,10,True
9000072750,3.09,1455,1,True
9000136873,2.92,1517,1,True
9000034526,3.87,1491,10,True
9000782245,1.5,1490,3,False
9000266435,3.84,1304,2,True
9000510491,3.68,1235,6,True
9000273681,2.9,1451,2,True
9000110153,2.05,967,2,True
9000512141,2.5,1092,5,True
9000198913,2.18,749,2,False
9000880391,2.91,727,10,True
9000074572,3.94,1156,2,True
9000570159,2.41,1420,10,True
9000855865,2.22,1001,4,True
9000310100,2.29,1337,1,True
9000344226,3.29,1040,10,True
9000794791,2.96,688,7,False
9000510927,3.63,862,9,True
9000403696,3.55,1277,8,True
9000291968,2.59,1181,2,True
9000696177,1.52,1163,10,True
9000431772,2.0,718,6,False
9000974196,3.24,699,8,True
9000243321,3.36,932,7,True
9000600744,3.22,1110,6,True
9000972043,3.9,887,2,False
9000954023,3.92,653,7,False
9000424450,2.85,1096,5,True
9000120671,3.09,699,8,True
9000169692,2.16,1298,10,True
9000617633,1.96,764,9,True
9000890629,1.57,963,9,True
9000743107,3.84,1435,7,True
9000280009,3.85,975,8,True
9000671168,2.0,1300,2,True
9000441414,1.97,954,1,False
9000035338,1.5,1215,2,False
9000844725,3.04,1170,10,True
9000634536,1.56,1287,1,False
9000545515,1.86,828,7,False
9000116323,1.53,1299,2,False
9000204689,3.46,619,7,False
9000938641,2.13,900,2,False
9000242684,1.55,777,6,False
9000800171,2.34,1548,5,True
9000311017,2.24,889,1,False
9000266487,2.67,1317,5,True
9000274970,3.53,808,9,True
9000422924,2.86,1140,10,True
9000264465,3.85,1162,10,True
9000655213,2.42,672,3,False
9000910056,2.48,1542,4,True
9000368917,2.46,1466,4,True
9000008854,2.24,1522,8,True
9000728930,2.51,1169,7,True
9000287940,2.29,1352,8,True
9000618108,2.17,886,2,False
9000786659,2.18,744,4,False
9000479995,1.71,1064,7,False
9000458471,3.85,873,4,False
9000600173,3.32,1011,2,True
9000869604,1.78,939,6,False
9000490636,3.71,1366,5,True
9000219246,1.85,711,3,False
9000895778,2.42,608,10,True
9000902966,3.89,1072,9,True
9000098727,3.26,916,5,True
9000071598,1.73,1326,10,True
9000850697,3.91,1531,3,True
9000078550,3.13,1083,9,True
9000762359,3.95,831,10,True
9000680952,3.16,1040,3,True
9000815403,1.71,1060,10,True
9000320322,1.53,636,5,False
9000986823,2.5,1229,9,True
9000243046,2.01,1124,5,True
9000241193,1.87,813,1,False
9000542219,3.95,846,8,True
9000709323,3.82,708,4,False
9000399602,2.05,1215,9,True
9000507043,3.06,794,7,False
9000066452,2.14,1209,1,True
9000557142,3.53,876,10,True
9000789984,2.09,723,4,False
9000507663,1.61,1460,6,False
9000110029,3.39,841,4,False
9000335141,3.7,602,10,True
9000200294,2.15,1416,8,True
9000302801,2.05,825,6,False
9000179910,3.76,908,7,True
9000493794,2.34,898,9,True
9000261590,2.77,649,5,False
9000499623,1.59,1385,4,False
9000699809,3.96,697,10,True
9000152013,1.7,1434,1,False
9000680216,2.07,1465,3,True
9000119458,3.52,1341,3,True
9000379685,3.02,1218,4,True
9000242784,2.99,1325,8,True
9000969990,2.26,1138,9,True
9000869929,1.65,1358,10,True
9000857913,2.67,1421,3,True
9000660089,2.31,769,9,True
9000256220,2.99,996,6,True
9000438411,2.35,1035,9,True
9000990969,3.3,694,6,False
9000999070,1.67,1223,4,False
9000563901,2.03,1058,2,True
9000578491,2.65,945,3,True
9000478782,2.64,1251,8,True
9000424352,2.37,1264,8,True
9000022065,3.98,1474,9,True
9000456523,1.73,1299,1,False
9000101374,2.38,1085,5,True
9000494544,2.69,1541,7,True
9000853064,1.56,1580,8,True
9000056543,3.41,1459,5,True
9000409300,2.27,1476,1,True
9000995326,1.77,1393,1,False
9000047969,3.51,1296,9,True
9000141020,2.48,1037,7,True
9000490334,3.06,637,3,False
9000289900,3.25,1460,6,True
9000901534,1.76,901,7,False
9000117449,2.58,787,4,False
9000563780,2.86,834,8,True
9000767037,3.58,711,4,False
9000953013,1.58,1496,7,False
9000258531,2.36,1053,5,True
9000277845,2.84,639,10,True
9000538487,2.02,1429,5,True
9000686650,3.13,913,4,True
9000050433,3.99,1336,4,True
9000885145,2.3,1106,5,True
9000803460,2.84,1580,8,True
9000179208,2.6,852,4,False
9000945387,2.43,1183,4,True
9000848062,2.12,1449,4,True
9000437377,2.22,1139,8,True
9000581073,2.88,789,4,False
9000080491,1.71,929,9,True
9000552884,2.46,952,3,True
9000637512,3.78,958,10,True
9000300780,2.4,629,6,False
9000979738,3.2,1499,4,True
9000652392,2.25,1025,9,True
9000118445,3.56,1327,8,True
9000960742,2.19,981,6,True
9000195850,1.74,1248,1,False
9000815597,3.71,728,3,False
9000198289,3.63,897,6,False
9000901992,2.75,1047,5,True
9000213442,3.87,1184,3,True
9000670956,2.63,925,2,True
9000290607,2.92,1207,5,True
9000192841,3.65,1216,9,True
9000119062,1.58,1330,7,False
9000223943,2.77,1387,2,True
9000621815,3.69,955,5,True
9000596811,2.54,1150,9,True
9000808183,2.77,925,3,True
9000906570,3.51,1204,5,True
9000597421,2.64,1592,6,True
9000340559,2.97,1532,6,True
9000066567,3.17,1061,3,True
9000682858,2.88,1415,5,True
9000989381,3.21,1365,3,True
9000475482,2.07,817,5,False
9000792451,1.65,1455,9,True
9000474157,3.43,1480,10,True
9000125405,3.54,1568,2,True
9000164232,1.76,1161,5,False
9000782827,3.55,1019,7,True
9000914374,3.01,793,10,True
9000604861,3.95,1556,6,True
9000435521,2.25,1562,7,True
9000208267,3.33,1033,9,True
9000871491,3.19,954,8,True
9000541011,2.17,1219,3,True
9000701640,3.09,1346,2,True
9000120194,2.91,1534,9,True
9000180285,2.56,1582,3,True
9000902261,3.43,1255,3,True
9000559413,3.64,1529,7,True
9000110482,2.45,1172,1,True
9000449450,2.8,1252,2,True
9000264058,2.11,1231,1,True
9000812820,1.6,1311,10,True
9000638481,2.05,1007,4,True
9000675988,2.68,674,5,False
9000632298,2.63,885,8,True
9000506862,3.13,986,9,True
9000456482,1.87,898,1,False
9000951227,1.81,762,2,False
9000594768,3.53,1168,7,True
9000467985,2.39,1483,1,True
9000827708,2.59,793,3,False
9000794450,3.88,1188,9,True
9000567816,2.13,1466,8,True
9000448315,1.57,625,1,False
9000979858,2.32,671,2,False
9000867256,3.98,1189,7,True
9000385589,2.76,722,6,False
9000562274,3.81,813,8,True
9000337586,3.52,925,5,True
9000375746,1.8,807,2,False
9000133290,1.69,798,7,False
9000726682,2.96,1415,8,True
9000666244,2.36,1539,6,True
9000940416,2.64,1435,7,True
9000287619,3.42,1177,1,True
9000410078,1.84,1441,7,False
9000881880,3.05,1426,10,True
9000551768,1.75,1561,9,True
9000634745,3.53,1047,1,True
9000485825,2.62,1359,1,True
9000027721,1.57,1433,1,False
9000848294,1.82,1478,4,False
9000384544,1.61,842,6,False
9000135108,1.75,996,6,False
9000597722,3.8,1446,5,True
9000952623,2.83,1237,1,True
9000024999,3.78,1169,9,True
9000332867,1.71,1576,5,False
9000877097,1.73,858,8,True
9000958594,2.06,844,6,False
9000293025,2.5,1485,5,True
9000456594,2.55,1272,9,True
9000087022,3.11,721,5,False
9000682217,1.68,1290,5,False
9000415448,2.29,992,5,True
9000274213,2.79,1004,7,True
9000002887,3.95,1463,1,True
9000552144,2.58,1097,3,True
9000018576,1.88,1448,9,True
9000075155,3.79,775,9,True
9000503189,2.28,1094,8,True
9000548640,2.04,867,8,True
9000782708,3.41,931,5,True
9000085397,2.18,1314,7,True
9000174672,1.98,1189,8,True
9000825389,3.79,624,5,False
9000735835,1.62,919,8,True
9000635985,3.31,1324,5,True
9000338480,2.82,1166,10,True
9000144406,2.73,1048,5,True
9000999850,3.64,1212,8,True
9000009748,2.73,989,3,True
9000414528,2.21,980,4,True
9000566317,3.57,995,1,True
9000710674,1.66,1169,1,False
9000015443,3.65,1286,4,True
9000984505,2.3,1256,6,True
9000797795,3.27,1160,4,True
9000533779,3.67,948,10,True
9000206025,2.05,729,1,False
9000778410,1.56,1271,6,False
9000338497,2.4,655,6,False
9000672260,1.63,707,2,False
9000832854,3.07,1585,9,True
9000684860,3.37,1059,5,True
9000976364,2.36,680,8,True
9000721979,3.34,733,9,True
9000419090,2.06,1207,9,True
9000814608,3.48,1401,3,True
9000213517,2.81,1123,10,True
9000771231,3.51,1123,9,True
9000251469,1.75,1429,7,False
9000079625,2.91,1581,3,True
9000954737,2.95,747,2,False
9000717232,2.44,1435,8,True
9000697285,1.97,1205,8,True
9000949332,1.64,1422,9,True
9000453573,3.53,1007,6,True
9000877831,2.07,905,5,True
9000775788,3.7,1325,1,True
9000448760,3.11,725,8,True
9000635197,2.61,1468,5,True
9000179358,2.73,1401,5,True
9000413043,3.98,1508,3,True
9000265816,2.57,1144,10,True
9000470377,3.69,897,2,False
9000853907,3.57,1535,9,True
9000581954,2.92,691,3,False
9000118631,1.89,863,3,False
9000568029,2.76,672,7,False
9000292022,2.56,753,2,False
9000873079,2.66,739,1,False
9000008014,2.33,1094,7,True
9000617931,2.84,1061,7,True
9000829962,3.48,1303,9,True
9000261007,2.45,817,3,False
